Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions
Tauro,2018-11-06,6pm,1-2ft,1.2,SSW,202,14,20,NNE,Offshore,16,19,Not recommended
Tauro,2018-12-06,6am,1-2ft,1.2,SSW,202,14,23,NNE,Offshore,17,16,Not recommended
Tauro,2018-12-06,12pm,1-2ft,1.2,SSW,201,14,18,NNE,Offshore,25,19,Not recommended
Tauro,2018-12-06,6pm,1-2ft,1.1,SSW,201,13,19,NNE,Offshore,15,19,Not recommended
Tauro,2018-06-13,6am,1-2ft,1.0,SSW,201,13,20,NNE,Offshore,18,16,Not recommended
Tauro,2018-06-13,12pm,1-2ft,1.0,SSW,201,13,18,NNE,Offshore,25,20,Not recommended
Tauro,2018-06-13,6pm,1-2ft,1.0,SSW,201,12,20,NNE,Offshore,13,18,Not recommended
Tauro,2018-06-14,6am,1-2ft,0.9,SSW,201,12,21,N,Offshore,11,16,Not recommended
Tauro,2018-06-14,12pm,1-2ft,0.9,SSW,201,12,22,N,Offshore,7,19,Not recommended
Tauro,2018-06-14,6pm,1ft,0.8,SSW,201,12,24,N,Offshore,3,18,Not recommended
Tauro,2018-06-15,6am,1ft,0.8,SSW,200,11,19,N,Offshore,355,15,Not recommended
Tauro,2018-06-15,12pm,1ft,0.7,SSW,200,11,19,N,Offshore,356,20,Not recommended
Tauro,2018-06-15,6pm,1ft,0.7,SSW,200,11,17,N,Offshore,352,19,Not recommended
Tauro,2018-06-16,6am,1ft,0.6,SSW,200,10,15,N,Offshore,4,16,Not recommended
Tauro,2018-06-16,12pm,1ft,0.5,SSW,205,14,15,N,Offshore,11,21,Not recommended
Tauro,2018-06-16,6pm,1ft,0.6,SSW,205,14,19,N,Offshore,11,18,Not recommended
Tauro,2018-06-17,6am,1ft,0.6,SSW,205,13,18,N,Offshore,4,15,Not recommended
Tauro,2018-06-17,12pm,1ft,0.6,SSW,205,12,18,NNE,Offshore,15,20,Not recommended
Tauro,2018-06-17,6pm,1ft,0.7,SSW,201,16,18,N,Offshore,6,20,Not recommended
Tauro,2018-06-18,6am,1-2ft,0.8,SSW,200,15,11,N,Offshore,357,16,Not recommended
Tauro,2018-06-18,12pm,1-2ft,0.9,SSW,199,14,9,N,Offshore,352,21,Not recommended
Tauro,2018-06-18,6pm,1-2ft,0.9,SSW,200,14,10,NNW,Offshore,349,20,Not recommended
Tauro,2018-06-19,6am,1ft,0.8,SSW,200,13,10,NNW,Offshore,341,16,Not recommended
Tauro,2018-06-19,12pm,1ft,0.8,SSW,199,13,6,NNW,Offshore,349,21,Not recommended
Tauro,2018-06-19,6pm,1ft,0.8,SSW,199,13,6,N,Offshore,355,21,Not recommended
Tauro,2018-06-20,6am,1ft,0.8,SSW,199,12,9,N,Offshore,353,17,Not recommended
Tauro,2018-06-20,12pm,Plano,1.0,NNE,33,4,10,N,Offshore,1,22,Not recommended
Tauro,2018-06-20,6pm,Plano,1.4,NE,37,4,11,N,Offshore,359,21,Not recommended
Tauro,2018-06-21,6am,1-2ft,0.8,SSW,205,16,13,N,Offshore,357,17,Not recommended
Tauro,2018-06-21,12pm,1-2ft,0.9,SSW,204,15,12,N,Offshore,4,22,Not recommended
Tauro,2018-06-21,6pm,1-2ft,0.9,SSW,204,15,14,N,Offshore,358,21,Not recommended
Tauro,2018-06-22,6am,1-2ft,0.9,SSW,204,14,18,N,Offshore,358,17,Not recommended
Tauro,2018-06-22,12pm,1-2ft,0.9,SSW,204,13,15,N,Offshore,6,21,Not recommended
Tauro,2018-06-22,6pm,1-2ft,0.9,SSW,203,13,14,N,Offshore,1,21,Not recommended
Tauro,2018-06-23,6am,1-2ft,0.8,SSW,203,12,14,N,Offshore,0,17,Not recommended
Tauro,2018-06-23,12pm,1ft,0.8,SSW,203,12,10,N,Offshore,2,22,Not recommended
Tauro,2018-06-23,6pm,Plano,1.1,N,1,7,9,N,Offshore,355,21,Not recommended
Tauro,2018-06-24,6am,1ft,0.7,SSW,203,11,9,N,Offshore,356,17,Not recommended
Tauro,2018-06-24,12pm,1ft,0.6,SSW,202,11,8,NNE,Offshore,20,22,Not recommended
Tauro,2018-06-24,6pm,1ft,0.6,SSW,202,11,8,NNE,Offshore,23,21,Not recommended
Tauro,2018-06-25,6am,1ft,0.5,SSW,197,13,9,NE,Offshore,40,17,Not recommended
Tauro,2018-06-25,12pm,1ft,0.5,SSW,198,16,8,NE,Offshore,51,22,Not recommended
Tauro,2018-06-25,6pm,1ft,0.7,SSW,199,12,10,NNE,Offshore,28,22,Not recommended
Tauro,2018-06-26,6am,1-2ft,0.8,SSW,199,14,11,NE,Offshore,36,17,Not recommended
Tauro,2018-06-26,12pm,1-2ft,1.0,SSW,199,14,13,NE,Offshore,39,22,Not recommended
Tauro,2018-06-26,6pm,1-2ft,1.0,SSW,199,14,11,NNE,Offshore,33,22,Not recommended
Tauro,2018-06-27,6am,1-2ft,0.9,SSW,199,13,13,NNE,Offshore,20,17,Not recommended
Tauro,2018-06-27,12pm,1-2ft,0.9,SSW,199,13,14,NNE,Offshore,31,23,Not recommended
Tauro,2018-06-27,6pm,1-2ft,0.9,SSW,199,12,14,NNE,Offshore,15,22,Not recommended
Tauro,2018-06-28,6am,1-2ft,1.0,SSW,199,17,16,N,Offshore,3,18,Not recommended
Tauro,2018-06-28,12pm,1-2ft,1.1,SSW,199,16,15,N,Offshore,6,23,Not recommended
Tauro,2018-06-28,6pm,1-2ft,1.1,SSW,199,16,13,N,Offshore,350,22,Not recommended
Tauro,2018-06-29,6am,1-2ft,1.0,SSW,200,14,11,NNW,Cross/Offshore,328,19,Not recommended
Tauro,2018-06-29,12pm,1-2ft,1.3,SSW,199,14,7,W,Onshore,264,23,Not recommended
Tauro,2018-06-29,6pm,2-3ft,1.5,SSW,201,15,10,NNW,Cross/Offshore,328,22,Not recommended
Tauro,2018-06-30,6am,2-3ft,1.6,SSW,202,14,14,N,Offshore,352,18,Not recommended
Tauro,2018-06-30,12pm,2-3ft,1.6,SSW,202,14,9,N,Offshore,2,22,Not recommended
Tauro,2018-06-30,6pm,2-3ft,1.7,SSW,202,14,11,N,Offshore,356,22,Not recommended
Tauro,2018-01-07,6am,1-2ft,1.3,SSW,203,13,11,NNE,Offshore,20,18,Not recommended
Tauro,2018-01-07,12pm,2-3ft,1.7,SSW,203,15,12,NNE,Offshore,33,22,Not recommended
Tauro,2018-01-07,6pm,2ft,1.3,SSW,202,15,13,NNE,Offshore,23,21,Not recommended
Tauro,2018-02-07,6am,2-3ft,1.7,SSW,203,14,12,NNE,Offshore,21,17,Not recommended
Tauro,2018-02-07,12pm,2-3ft,1.7,SSW,203,14,13,NNE,Offshore,34,22,Not recommended
Tauro,2018-02-07,6pm,2-3ft,1.6,SSW,203,14,14,NNE,Offshore,25,22,Not recommended
Tauro,2018-03-07,6am,2-3ft,1.5,SSW,203,14,17,NNE,Offshore,12,17,Not recommended
Tauro,2018-03-07,12pm,2-3ft,1.4,SSW,203,15,18,NNE,Offshore,17,23,Not recommended
Tauro,2018-03-07,6pm,2ft,1.3,SSW,203,14,18,NNE,Offshore,23,22,Not recommended
Tauro,2018-04-07,6am,1-2ft,1.2,SSW,203,14,21,NNE,Offshore,23,18,Not recommended
Tauro,2018-04-07,12pm,1-2ft,1.1,SSW,203,14,19,NNE,Offshore,31,23,Not recommended
Tauro,2018-04-07,6pm,1-2ft,1.0,SSW,203,13,19,NNE,Offshore,25,22,Not recommended
Tauro,2018-05-07,6am,1-2ft,0.9,SSW,203,13,19,NNE,Offshore,15,18,Not recommended
Tauro,2018-05-07,12pm,1ft,0.8,SSW,203,13,19,NNE,Offshore,25,23,Not recommended
Tauro,2018-05-07,6pm,1ft,0.8,SSW,203,12,20,NNE,Offshore,20,22,Not recommended
Tauro,2018-06-07,6am,1ft,0.6,SSW,202,15,19,NNE,Offshore,13,18,Not recommended
Tauro,2018-06-07,12pm,1ft,0.6,SSW,203,12,19,NNE,Offshore,18,23,Not recommended
Tauro,2018-06-07,6pm,1ft,0.5,SSW,204,12,19,NNE,Offshore,16,22,Not recommended
Tauro,2018-07-07,6am,1ft,0.5,SSW,204,12,19,NNE,Offshore,12,17,Not recommended
Tauro,2018-07-07,12pm,1ft,0.7,SSW,203,13,18,NNE,Offshore,24,23,Not recommended
Tauro,2018-07-07,6pm,1ft,0.6,SSW,203,13,17,NNE,Offshore,16,22,Not recommended
Tauro,2018-08-07,6am,1ft,0.6,SSW,203,12,14,NNE,Offshore,17,18,Not recommended
Tauro,2018-08-07,12pm,1ft,0.6,SSW,203,12,12,NNE,Offshore,33,24,Not recommended
Tauro,2018-08-07,6pm,1ft,0.6,SSW,203,12,12,NNE,Offshore,21,23,Not recommended
Tauro,2018-09-07,6am,1ft,0.5,SSW,203,11,11,N,Offshore,10,19,Not recommended
Tauro,2018-09-07,12pm,1ft,0.5,SSW,204,11,14,NNE,Offshore,12,26,Not recommended
Tauro,2018-09-07,6pm,1ft,0.5,SSW,200,22,15,N,Offshore,4,24,Not recommended
Tauro,2018-10-07,6am,2-3ft,1.3,SSW,200,20,22,N,Offshore,357,20,Not recommended
Tauro,2018-10-07,12pm,2-3ft,1.6,SSW,200,19,18,N,Offshore,6,26,Not recommended
Tauro,2018-10-07,6pm,2-4ft,1.9,SSW,200,19,18,N,Offshore,4,25,Not recommended
Tauro,2018-11-07,6am,2-4ft,2.0,SSW,201,18,19,N,Offshore,2,18,Not recommended
Tauro,2018-11-07,12pm,3-4ft,2.0,SSW,201,17,15,N,Offshore,6,24,Not recommended
Tauro,2018-11-07,6pm,3-4ft,2.5,SSW,201,16,16,N,Offshore,360,22,Not recommended
Tauro,2018-12-07,6am,3-4ft,2.5,SSW,201,15,19,N,Offshore,0,17,Not recommended
Tauro,2018-12-07,12pm,2-4ft,2.5,SSW,201,15,17,NNE,Offshore,15,22,Not recommended
Tauro,2018-12-07,6pm,2-4ft,2.0,SSW,201,15,15,NNE,Offshore,18,21,Not recommended
Tauro,2018-07-13,6am,2-3ft,1.8,SSW,201,14,15,NNE,Offshore,20,17,Not recommended
Tauro,2018-07-13,12pm,2-3ft,1.7,SSW,201,14,15,NNE,Offshore,22,22,Not recommended
Tauro,2018-07-13,6pm,2-3ft,1.5,SSW,201,14,14,NNE,Offshore,28,21,Not recommended
Tauro,2018-07-14,6am,1-2ft,1.3,SSW,201,13,15,NNE,Offshore,21,17,Not recommended
Tauro,2018-07-14,12pm,1-2ft,1.1,SSW,201,13,15,NNE,Offshore,29,22,Not recommended
Tauro,2018-07-14,6pm,1-2ft,1.1,SSW,201,13,15,NNE,Offshore,30,22,Not recommended
Tauro,2018-07-15,6am,1-2ft,1.0,SSW,201,12,20,NNE,Offshore,15,17,Not recommended
Tauro,2018-07-15,12pm,1-2ft,0.9,SSW,201,12,24,NNE,Offshore,23,22,Not recommended
Tauro,2018-07-15,6pm,1ft,0.8,SSW,201,12,25,NNE,Offshore,25,21,Not recommended
Tauro,2018-07-16,6am,1ft,0.6,SSW,201,12,26,NNE,Offshore,13,17,Not recommended
Tauro,2018-07-16,12pm,1ft,0.6,SSW,201,11,27,NNE,Offshore,15,22,Not recommended
Tauro,2018-07-16,6pm,1ft,0.5,SSW,201,11,26,NNE,Offshore,14,20,Not recommended
Tauro,2018-07-17,6am,0-1ft,0.4,SSW,201,11,25,NNE,Offshore,12,17,Not recommended
Tauro,2018-07-17,12pm,1ft,0.3,SSW,199,14,23,NNE,Offshore,17,22,Not recommended
Tauro,2018-07-17,6pm,0-1ft,0.5,WNW,294,12,22,NNE,Offshore,17,21,Not recommended
Tauro,2018-07-18,6am,1ft,0.5,SSW,199,13,22,NNE,Offshore,15,17,Not recommended
Tauro,2018-07-18,12pm,1ft,0.5,SSW,199,13,18,NNE,Offshore,25,23,Not recommended
Tauro,2018-07-18,6pm,1ft,0.5,SSW,199,13,19,NNE,Offshore,18,22,Not recommended
Tauro,2018-07-19,6am,1ft,0.6,SSW,200,12,15,NNE,Offshore,13,18,Not recommended
Tauro,2018-07-19,12pm,1ft,0.6,SSW,200,12,16,N,Offshore,11,23,Not recommended
Tauro,2018-07-19,6pm,1ft,0.6,SSW,200,12,16,N,Offshore,11,23,Not recommended
Tauro,2018-07-20,6am,1ft,0.7,SSW,201,11,17,N,Offshore,3,18,Not recommended
Tauro,2018-07-20,12pm,1ft,0.6,SSW,201,11,18,N,Offshore,8,24,Not recommended
Tauro,2018-07-20,6pm,1ft,0.6,SSW,202,12,19,N,Offshore,6,23,Not recommended
Tauro,2018-07-21,6am,1ft,0.6,SSW,203,11,22,N,Offshore,3,18,Not recommended
Tauro,2018-07-21,12pm,1ft,0.6,SSW,203,11,21,N,Offshore,10,24,Not recommended
Tauro,2018-07-21,6pm,1ft,0.5,SSW,204,11,22,N,Offshore,6,22,Not recommended
Tauro,2018-07-22,6am,1ft,0.6,SSW,202,14,20,N,Offshore,1,17,Not recommended
Tauro,2018-07-22,12pm,1ft,0.6,SSW,202,14,17,N,Offshore,10,23,Not recommended
Tauro,2018-07-22,6pm,1ft,0.5,SSW,202,13,17,N,Offshore,9,22,Not recommended
Tauro,2018-07-23,6am,1ft,0.5,SSW,202,13,16,NNE,Offshore,12,17,Not recommended
Tauro,2018-07-23,12pm,1ft,0.4,SSW,201,15,15,NNE,Offshore,15,23,Not recommended
Tauro,2018-07-23,6pm,1ft,0.5,SSW,202,15,14,NNE,Offshore,16,22,Not recommended
Tauro,2018-07-24,6am,1ft,0.6,SSW,202,14,16,N,Offshore,11,18,Not recommended
Tauro,2018-07-24,12pm,1ft,0.7,SSW,202,14,14,NNE,Offshore,18,23,Not recommended
Tauro,2018-07-24,6pm,1ft,0.7,SSW,202,13,16,N,Offshore,7,22,Not recommended
Tauro,2018-07-25,6am,1ft,0.7,SSW,202,13,18,N,Offshore,4,18,Not recommended
Tauro,2018-07-25,12pm,1ft,0.8,SSW,202,12,17,N,Offshore,9,24,Not recommended
Tauro,2018-07-25,6pm,1ft,0.7,SSW,202,12,18,NNE,Offshore,14,22,Not recommended
Tauro,2018-07-26,6am,1ft,0.7,SSW,202,12,24,N,Offshore,360,18,Not recommended
Tauro,2018-07-26,12pm,1ft,0.7,SSW,202,12,22,NNE,Offshore,18,23,Not recommended
Tauro,2018-07-26,6pm,1ft,0.7,SSW,202,11,23,NNE,Offshore,14,21,Not recommended
Tauro,2018-07-27,6am,1ft,0.6,SSW,201,11,26,NNE,Offshore,12,18,Not recommended
Tauro,2018-07-27,12pm,1ft,0.6,SSW,201,11,22,NNE,Offshore,21,22,Not recommended
Tauro,2018-07-27,6pm,1ft,0.5,SSW,200,11,23,NNE,Offshore,16,21,Not recommended
Tauro,2018-07-28,6am,1ft,0.5,SSW,200,11,18,NNE,Offshore,19,18,Not recommended
Tauro,2018-07-28,12pm,1ft,0.5,SSW,199,11,13,NNE,Offshore,32,23,Not recommended
Tauro,2018-07-28,6pm,1ft,0.5,SSW,199,11,10,NNE,Offshore,31,23,Not recommended
Tauro,2018-07-29,6am,1ft,0.6,SSW,198,11,11,NNE,Offshore,26,18,Not recommended
Tauro,2018-07-29,12pm,Plano,0.6,NNW,331,9,8,NE,Offshore,36,24,Not recommended
Tauro,2018-07-29,6pm,1ft,0.7,SSW,198,10,12,NNE,Offshore,18,24,Not recommended
Tauro,2018-07-30,6am,1ft,0.6,SSW,199,10,11,NNE,Offshore,21,19,Not recommended
Tauro,2018-07-30,12pm,1ft,0.7,SSW,198,10,12,NNE,Offshore,28,25,Not recommended
Tauro,2018-07-30,6pm,1ft,0.6,SSW,198,10,14,NNE,Offshore,23,23,Not recommended
Tauro,2018-07-31,6am,Plano,3.5,NE,39,5,19,N,Offshore,359,18,Not recommended
Tauro,2018-07-31,12pm,1ft,0.5,SSW,199,10,19,N,Offshore,9,23,Not recommended
Tauro,2018-07-31,6pm,1ft,0.5,SSW,203,13,20,N,Offshore,11,22,Not recommended
Tauro,2018-01-08,6am,1ft,0.4,SSW,204,13,25,N,Offshore,5,19,Not recommended
Tauro,2018-01-08,12pm,1ft,0.5,SSW,203,12,24,N,Offshore,2,23,Not recommended
Tauro,2018-01-08,6pm,1ft,0.5,SSW,203,12,23,N,Offshore,354,22,Not recommended
Tauro,2018-02-08,6am,Plano,0.7,NNW,334,10,21,NNW,Offshore,343,18,Not recommended
Tauro,2018-02-08,12pm,Plano,0.6,NNW,333,10,14,N,Offshore,350,23,Not recommended
Tauro,2018-02-08,6pm,Plano,0.6,NNW,346,12,10,NNW,Offshore,347,22,Not recommended
Tauro,2018-03-08,6am,Plano,0.7,NNW,346,11,11,N,Offshore,351,18,Not recommended
Tauro,2018-03-08,12pm,Plano,0.9,NNW,343,11,9,N,Offshore,358,23,Not recommended
Tauro,2018-03-08,6pm,Plano,0.9,NNW,343,11,10,N,Offshore,355,23,Not recommended
Tauro,2018-04-08,6am,Plano,1.1,NNE,13,8,12,NNW,Offshore,347,18,Not recommended
Tauro,2018-04-08,12pm,Plano,1.0,NNE,14,8,13,N,Offshore,354,24,Not recommended
Tauro,2018-04-08,6pm,Plano,0.8,NNE,14,8,14,N,Offshore,357,24,Not recommended
Tauro,2018-05-08,6am,Plano,0.6,N,7,8,17,NNW,Offshore,342,20,Not recommended
Tauro,2018-05-08,12pm,Plano,0.8,N,358,8,17,NNW,Offshore,345,25,Not recommended
Tauro,2018-05-08,6pm,Plano,0.7,N,360,8,21,NNW,Offshore,342,23,Not recommended
Tauro,2018-06-08,6am,1ft,0.6,SSW,199,11,18,NNW,Cross/Offshore,335,20,Not recommended
Tauro,2018-06-08,12pm,Plano,0.7,N,5,7,15,NNW,Offshore,349,27,Not recommended
Tauro,2018-06-08,6pm,1ft,0.5,SSW,199,10,21,N,Offshore,0,26,Not recommended
Tauro,2018-07-08,6am,1ft,0.5,SSW,198,10,21,N,Offshore,352,20,Not recommended
Tauro,2018-07-08,12pm,1ft,0.3,SSW,203,19,19,N,Offshore,6,26,Not recommended
Tauro,2018-07-08,6pm,1ft,0.3,SSW,203,19,21,N,Offshore,6,24,Not recommended
Tauro,2018-08-08,6am,1ft,0.4,SSW,203,18,20,N,Offshore,3,19,Not recommended
Tauro,2018-08-08,12pm,1ft,0.4,SSW,202,18,17,N,Offshore,10,24,Not recommended
Tauro,2018-08-08,6pm,1ft,0.4,SSW,202,17,18,NNE,Offshore,18,23,Not recommended
Tauro,2018-09-08,6am,1ft,0.6,SSW,202,16,18,NNE,Offshore,18,18,Not recommended
Tauro,2018-09-08,12pm,1ft,0.6,SSW,202,14,20,NNE,Offshore,24,23,Not recommended
Tauro,2018-09-08,6pm,1-2ft,0.8,SSW,203,15,21,NNE,Offshore,24,22,Not recommended
Tauro,2018-10-08,6am,1-2ft,0.9,SSW,203,14,22,NNE,Offshore,17,18,Not recommended
Tauro,2018-10-08,12pm,1-2ft,0.9,SSW,203,13,20,NNE,Offshore,13,22,Not recommended
Tauro,2018-10-08,6pm,1-2ft,0.8,SSW,203,13,23,N,Offshore,11,21,Not recommended
Tauro,2018-11-08,6am,1ft,0.8,SSW,203,13,23,N,Offshore,357,18,Not recommended
Tauro,2018-11-08,12pm,1ft,0.7,SSW,203,12,21,N,Offshore,0,23,Not recommended
Tauro,2018-11-08,6pm,1ft,0.7,SSW,203,12,24,N,Offshore,3,21,Not recommended
Tauro,2018-12-08,6am,1ft,0.6,SSW,202,12,22,N,Offshore,358,19,Not recommended
Tauro,2018-12-08,12pm,1ft,0.6,SSW,202,11,19,N,Offshore,9,24,Not recommended
Tauro,2018-12-08,6pm,1ft,0.6,SSW,202,11,18,N,Offshore,5,23,Not recommended
Tauro,2018-08-13,6am,1ft,0.6,SSW,202,11,13,N,Offshore,4,20,Not recommended
Tauro,2018-08-13,12pm,1ft,0.6,SSW,202,9,12,NNE,Offshore,21,24,Not recommended
Tauro,2018-08-13,6pm,1ft,0.4,SSW,199,13,12,N,Offshore,10,23,Not recommended
Tauro,2018-08-14,6am,1ft,0.3,SSW,203,16,10,NNE,Offshore,16,21,Not recommended
Tauro,2018-08-14,12pm,1ft,0.4,SSW,203,16,11,NNE,Offshore,15,26,Not recommended
Tauro,2018-08-14,6pm,1ft,0.4,SSW,203,15,15,N,Offshore,10,25,Not recommended
Tauro,2018-08-15,6am,1ft,0.4,SSW,203,15,17,N,Offshore,5,20,Not recommended
Tauro,2018-08-15,12pm,1ft,0.4,SSW,203,14,16,NNE,Offshore,12,25,Not recommended
Tauro,2018-08-15,6pm,1ft,0.4,SSW,203,14,19,NNE,Offshore,13,23,Not recommended
Tauro,2018-08-16,6am,1ft,0.4,SSW,203,14,23,N,Offshore,8,19,Not recommended
Tauro,2018-08-16,12pm,1ft,0.4,SSW,203,13,22,NNE,Offshore,13,23,Not recommended
Tauro,2018-08-16,6pm,1ft,0.4,SSW,203,13,22,NNE,Offshore,14,22,Not recommended
Tauro,2018-08-17,6am,1ft,0.4,SSW,202,13,23,N,Offshore,11,19,Not recommended
Tauro,2018-08-17,12pm,0-1ft,0.3,SSW,202,13,21,NNE,Offshore,12,22,Not recommended
Tauro,2018-08-17,6pm,0-1ft,0.2,SSW,207,16,21,N,Offshore,9,21,Not recommended
Tauro,2018-08-18,6am,1ft,0.4,SSW,207,15,20,N,Offshore,6,19,Not recommended
Tauro,2018-08-18,12pm,1ft,0.4,SSW,207,14,19,N,Offshore,1,22,Not recommended
Tauro,2018-08-18,6pm,1ft,0.4,SSW,206,14,19,N,Offshore,7,21,Not recommended
Tauro,2018-08-19,6am,1ft,0.5,SSW,205,13,17,N,Offshore,1,19,Not recommended
Tauro,2018-08-19,12pm,1ft,0.5,SSW,205,13,13,N,Offshore,11,22,Not recommended
Tauro,2018-08-19,6pm,1ft,0.5,SSW,205,12,13,N,Offshore,8,22,Not recommended
Tauro,2018-08-20,6am,Plano,2.5,NNE,29,5,13,N,Offshore,357,18,Not recommended
Tauro,2018-08-20,12pm,Plano,0.6,NNW,339,10,9,N,Offshore,0,23,Not recommended
Tauro,2018-08-20,6pm,Plano,0.6,NNW,339,9,10,N,Offshore,352,23,Not recommended
Tauro,2018-08-21,6am,Plano,1.6,NNE,31,4,11,NNW,Offshore,348,19,Not recommended
Tauro,2018-08-21,12pm,Plano,1.5,NE,35,4,8,N,Offshore,2,25,Not recommended
Tauro,2018-08-21,6pm,Plano,1.0,N,6,8,8,N,Offshore,351,24,Not recommended
Tauro,2018-08-22,6am,Plano,1.1,NE,40,4,8,N,Offshore,357,20,Not recommended
Tauro,2018-08-22,12pm,Plano,1.1,ENE,57,3,6,NNE,Offshore,16,26,Not recommended
Tauro,2018-08-22,6pm,Plano,1.0,NE,51,3,7,NNE,Offshore,14,25,Not recommended
Tauro,2018-08-23,6am,Plano,1.4,NE,55,3,6,NNE,Offshore,25,21,Not recommended
Tauro,2018-08-23,12pm,0-1ft,0.3,SSW,202,9,9,NNE,Offshore,28,27,Not recommended
Tauro,2018-08-23,6pm,0-1ft,0.3,SSW,202,9,11,NNE,Offshore,16,26,Not recommended
Tauro,2018-08-24,6am,1ft,0.3,SSW,204,14,11,N,Offshore,359,21,Not recommended
Tauro,2018-08-24,12pm,1ft,0.4,SSW,204,14,13,NNE,Offshore,14,27,Not recommended
Tauro,2018-08-24,6pm,1ft,0.4,SSW,205,13,14,N,Offshore,7,26,Not recommended
Tauro,2018-08-25,6am,Plano,0.5,NNW,332,10,13,N,Offshore,351,21,Not recommended
Tauro,2018-08-25,12pm,Plano,2.0,NNE,31,5,12,N,Offshore,7,26,Not recommended
Tauro,2018-08-25,6pm,Plano,0.6,NNW,332,9,12,N,Offshore,11,25,Not recommended
Tauro,2018-08-26,6am,1ft,0.5,SSW,205,11,13,N,Offshore,6,20,Not recommended
Tauro,2018-08-26,12pm,Plano,2.5,NNE,32,6,14,N,Offshore,9,25,Not recommended
Tauro,2018-08-26,6pm,1ft,0.5,SSW,204,11,17,N,Offshore,6,23,Not recommended
Tauro,2018-08-27,6am,Plano,3.5,NNE,22,6,17,N,Offshore,354,19,Not recommended
Tauro,2018-08-27,12pm,1ft,0.4,SSW,201,20,14,N,Offshore,9,24,Not recommended
Tauro,2018-08-27,6pm,1ft,0.5,SSW,201,19,15,N,Offshore,9,22,Not recommended
Tauro,2018-08-28,6am,1-2ft,0.7,SSW,201,18,16,N,Offshore,9,19,Not recommended
Tauro,2018-08-28,12pm,1-2ft,0.7,SSW,201,18,13,NNE,Offshore,15,24,Not recommended
Tauro,2018-08-28,6pm,1-2ft,0.8,SSW,201,17,15,NNE,Offshore,16,22,Not recommended
Tauro,2018-08-29,6am,1-2ft,0.8,SSW,201,16,20,NNE,Offshore,15,19,Not recommended
Tauro,2018-08-29,12pm,1-2ft,0.9,SSW,201,16,22,NNE,Offshore,30,23,Not recommended
Tauro,2018-08-29,6pm,1-2ft,0.8,SSW,201,15,23,NNE,Offshore,29,22,Not recommended
Tauro,2018-08-30,6am,1-2ft,0.8,SSW,201,15,24,NNE,Offshore,19,18,Not recommended
Tauro,2018-08-30,12pm,1ft,0.7,SSW,201,14,23,NNE,Offshore,22,23,Not recommended
Tauro,2018-08-30,6pm,1ft,0.7,SSW,201,14,26,NNE,Offshore,19,21,Not recommended
Tauro,2018-08-31,6am,1ft,0.6,SSW,201,13,23,N,Offshore,11,18,Not recommended
Tauro,2018-08-31,12pm,1ft,0.6,SSW,201,13,20,N,Offshore,9,23,Not recommended
Tauro,2018-08-31,6pm,1ft,0.6,SSW,201,13,19,N,Offshore,8,21,Not recommended
Tauro,2018-01-09,6am,1ft,0.6,SSW,201,12,14,N,Offshore,8,18,Good
Tauro,2018-01-09,12pm,1ft,0.6,SSW,201,12,11,NNE,Offshore,17,23,Good
Tauro,2018-01-09,6pm,1ft,0.5,SSW,207,17,12,NNE,Offshore,13,22,Good
Tauro,2018-02-09,6am,1-2ft,0.7,SSW,205,15,14,N,Offshore,3,18,Good
Tauro,2018-02-09,12pm,1ft,0.8,SSW,200,11,12,NNE,Offshore,17,23,Good
Tauro,2018-02-09,6pm,1-2ft,1.0,SSW,200,10,14,N,Offshore,0,22,Good
Tauro,2018-03-09,6am,1-2ft,1.1,SSW,201,10,15,NNE,Offshore,22,18,Good
Tauro,2018-03-09,12pm,1-2ft,1.2,SSW,203,10,12,NNE,Offshore,19,23,Good
Tauro,2018-03-09,6pm,1-2ft,1.1,SSW,205,10,15,NNE,Offshore,15,22,Good
Tauro,2018-04-09,6am,1ft,0.9,SSW,206,9,15,NNE,Offshore,19,19,Good
Tauro,2018-04-09,12pm,1ft,0.7,SSW,207,9,13,NNE,Offshore,23,23,Good
Tauro,2018-04-09,6pm,1ft,0.7,SSW,208,9,14,NNE,Offshore,13,23,Good
Tauro,2018-05-09,6am,1ft,0.6,SSW,205,12,15,NNE,Offshore,18,19,Good
Tauro,2018-05-09,12pm,Plano,3.5,NE,43,5,14,NNE,Offshore,23,24,Good
Tauro,2018-05-09,6pm,Plano,3.5,NE,41,5,15,NNE,Offshore,14,22,Good
Tauro,2018-06-09,6am,Plano,3.0,NE,39,5,13,NNE,Offshore,31,20,Good
Tauro,2018-06-09,12pm,Plano,3.0,NE,40,5,13,NNE,Offshore,21,23,Good
Tauro,2018-06-09,6pm,Plano,3.0,NE,43,5,13,NNE,Offshore,21,22,Good
Tauro,2018-07-09,6am,Plano,3.0,NE,37,5,17,NNE,Offshore,21,19,Good
Tauro,2018-07-09,12pm,1ft,0.5,SSW,204,10,17,NE,Offshore,41,22,Good
Tauro,2018-07-09,6pm,Plano,3.0,NE,45,5,16,NNE,Offshore,30,21,Good
Tauro,2018-08-09,6am,1ft,0.4,SSW,201,17,17,NNE,Offshore,28,18,Good
Tauro,2018-08-09,12pm,0-1ft,0.4,SSW,203,10,17,NE,Offshore,35,22,Good
