date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
28/02,6pm,2-4ft,3.5ft,8s,11,16,mph,22°c,100%,S,173,Cross-shore,E,93
29/02,6am,2-4ft,3ft,10s,8,11,mph,23°c,100%,SSW,196,Cross/Offshore,E,80
29/02,12pm,2-4ft,3ft,10s,11,13,mph,24°c,100%,SSW,195,Cross/Onshore,ESE,102
29/02,6pm,2-4ft,2.5ft,10s,15,19,mph,24°c,100%,SSW,195,Cross/Onshore,E,100
01/03,6am,2-3ft,2.5ft,10s,11,14,mph,24°c,100%,SSW,194,Onshore,SE,131
01/03,12pm,2-3ft,2.5ft,10s,18,21,mph,24°c,100%,SSW,194,Cross/Onshore,ESE,120
01/03,6pm,2-3ft,4ft,6s,17,23,mph,23°c,100%,ESE,124,Cross/Offshore,E,88
02/03,6am,2-3ft,2.5ft,7s,2,2,mph,22°c,100%,SSE,162,Offshore,NE,39
02/03,12pm,2-4ft,2.5ft,11s,1,1,mph,21°c,100%,S,188,Onshore,SSW,204
02/03,6pm,3-5ft,3ft,13s,12,17,mph,22°c,100%,S,186,Cross/Offshore,E,89
03/03,6am,3-5ft,3.5ft,13s,8,11,mph,23°c,100%,S,184,Cross-shore,W,271
03/03,12pm,3-5ft,3.5ft,12s,11,12,mph,24°c,100%,S,183,Onshore,SSW,213
03/03,6pm,3-5ft,3ft,12s,11,14,mph,24°c,100%,S,183,Onshore,WSW,236
04/03,6am,2-3ft,2.5ft,8s,11,15,mph,24°c,100%,S,187,Cross/Onshore,WSW,252
04/03,12pm,2-3ft,2.5ft,10s,15,17,mph,24°c,100%,S,182,Onshore,SW,228
04/03,6pm,2-3ft,2.5ft,7s,12,15,mph,24°c,100%,SSW,192,Onshore,SW,230
05/03,6am,2-3ft,2.5ft,7s,7,10,mph,23°c,100%,S,189,Cross/Onshore,W,264
05/03,12pm,3-4ft,3.5ft,8s,16,19,mph,24°c,100%,SSW,191,Onshore,SW,230
05/03,6pm,3-5ft,4.5ft,10s,12,16,mph,24°c,100%,S,185,Onshore,SW,236
06/03,6am,4-6ft,5.5ft,10s,10,13,mph,23°c,100%,S,178,Cross/Onshore,W,261
06/03,12pm,4-6ft,5.5ft,10s,14,15,mph,24°c,100%,S,176,Onshore,SW,230
06/03,6pm,4-6ft,5ft,10s,11,14,mph,24°c,100%,S,173,Onshore,SSW,211
07/03,6am,3-5ft,4ft,9s,6,8,mph,22°c,100%,SSE,164,Offshore,NW,311
07/03,12pm,3-5ft,4ft,9s,10,9,mph,23°c,100%,SSE,161,Onshore,SSW,194
07/03,6pm,4-6ft,5.5ft,11s,7,10,mph,24°c,100%,SSE,164,Onshore,S,177
08/03,6am,4-6ft,5ft,10s,5,5,mph,21°c,100%,SSE,159,Offshore,NNE,19
08/03,12pm,3-5ft,4.5ft,10s,9,9,mph,24°c,100%,SSE,151,Onshore,SE,137
08/03,6pm,3-5ft,4.5ft,10s,15,19,mph,24°c,100%,SSE,153,Cross/Onshore,ESE,102
09/03,6am,3-4ft,3.5ft,9s,5,5,mph,22°c,100%,SSE,154,Offshore,NNE,23
09/03,12pm,3-4ft,3ft,10s,11,10,mph,25°c,100%,SSE,162,Onshore,ESE,123
09/03,6pm,2-4ft,3ft,10s,14,19,mph,24°c,100%,SSE,162,Cross/Onshore,ESE,104
10/03,6am,2-3ft,3ft,9s,4,4,mph,22°c,100%,SE,136,Offshore,N,2
10/03,12pm,2-3ft,3ft,10s,11,10,mph,25°c,100%,SE,134,Cross/Onshore,ESE,119
10/03,6pm,2-3ft,3ft,9s,15,21,mph,25°c,100%,SE,131,Cross-shore,E,98
11/03,6am,2-3ft,3ft,9s,5,7,mph,22°c,100%,SE,127,Offshore,NE,48
11/03,12pm,2-3ft,3ft,9s,13,13,mph,25°c,100%,SE,127,Onshore,SE,124
11/03,6pm,2-3ft,3ft,9s,14,18,mph,24°c,100%,SE,125,Cross-shore,E,99
12/03,6am,2-3ft,2ft,12s,5,5,mph,21°c,100%,SSW,192,Offshore,NE,40
12/03,12pm,2-3ft,2ft,12s,11,11,mph,25°c,100%,SSW,193,Onshore,SE,131
12/03,6pm,2-3ft,2ft,12s,15,19,mph,25°c,100%,SSW,194,Cross/Onshore,ESE,104
13/03,6am,2-3ft,2ft,11s,6,8,mph,23°c,100%,SSW,192,Offshore,NE,39
13/03,12pm,2-3ft,2ft,10s,11,11,mph,26°c,100%,S,191,Onshore,SE,128
13/03,6pm,2-3ft,2ft,10s,15,21,mph,25°c,100%,S,189,Cross-shore,E,96
14/03,6am,2ft,1.6ft,9s,4,4,mph,23°c,100%,S,189,Offshore,NE,39
14/03,12pm,2-3ft,1.8ft,9s,12,12,mph,26°c,100%,S,185,Onshore,ESE,123
14/03,6pm,2ft,1.7ft,9s,15,21,mph,26°c,100%,S,184,Cross-shore,E,98
15/03,6am,1-2ft,1.3ft,9s,5,5,mph,23°c,100%,S,183,Offshore,NNE,30
